Observation Date,Series Name,Observation Value
31-May-20,......II Foreign Portfolio Investment Net in PAK from Kuwait,-0.05036
31-May-20,30 Lebanon,0.377142
31-May-20,......I Foreign Direct Investment Net Received in PAK from Lebanon,0.377142
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Lebanon,0.377142
31-May-20,............ii Foreign Direct Investment outflows from PAK to Lebanon,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from Lebanon,0
31-May-20,31 Liberia,0
31-May-20,......I Foreign Direct Investment Net Received in PAK from Liberia,0
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Liberia,0
31-May-20,............ii Foreign Direct Investment outflows from PAK to Liberia,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from Liberia,0
31-May-20,32 Libya,0
31-May-20,......I Foreign Direct Investment Net Received in PAK from Libya,0
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Libya,0
31-May-20,............ii Foreign Direct Investment outflows from PAK to Libya,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from Libya,0
31-May-20,33 Luxembourg,-6.735221
31-May-20,......I Foreign Direct Investment Net Received in PAK from Luxembourg,-0.184907
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Luxembourg,0
31-May-20,............ii Foreign Direct Investment outflows from PAK to Luxembourg,0.184907
31-May-20,......II Foreign Portfolio Investment Net in PAK from Luxembourg,-6.550314
31-May-20,34 Malaysia,1.246657
31-May-20,......I Foreign Direct Investment Net Received in PAK from Malaysia,1.246657
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Malaysia,1.283397
31-May-20,............ii Foreign Direct Investment outflows from PAK to Malaysia,0.03674
31-May-20,......II Foreign Portfolio Investment Net in PAK from Malaysia,0
31-May-20,35 Malta,18.520364
31-May-20,......I Foreign Direct Investment Net Received in PAK from Malta,18.520364
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Malta,18.520364
31-May-20,............ii Foreign Direct Investment outflows from PAK to Malta,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from Malta,0
31-May-20,36 Netherlands,15.205018
31-May-20,......I Foreign Direct Investment Net Received in PAK from Netherland,15.294468
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Netherland,19.506364
31-May-20,............ii Foreign Direct Investment outflows from PAK to Netherland,4.211896
31-May-20,......II Foreign Portfolio Investment Net in PAK from Netherland,-0.08945
31-May-20,37 New Zealand,0
31-May-20,......I Foreign Direct Investment Net Received in PAK from New Zealand,0
31-May-20,............i Foreign Direct Investment inflows Received in PAK from New Zealand,0
31-May-20,............ii Foreign Direct Investment outflows from PAK to New Zealand,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from New Zealand,0
31-May-20,38 Nigeria,0
31-May-20,......I Foreign Direct Investment Net Received in PAK from Nigeria,0
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Nigeria,0
31-May-20,............ii Foreign Direct Investment outflows from PAK to Nigeria,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from Nigeria,0
31-May-20,39 Norway,57.485465
31-May-20,......I Foreign Direct Investment Net Received in PAK from Norway,57.485465
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Norway,57.485465
31-May-20,............ii Foreign Direct Investment outflows from PAK to Norway,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from Norway,0
31-May-20,40 Oman,0.141706
31-May-20,......I Foreign Direct Investment Net Received in PAK from Oman,0.141706
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Oman,0.141706
31-May-20,............ii Foreign Direct Investment outflows from PAK to Oman,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from Oman,0
31-May-20,41 Panama,0
31-May-20,......I Foreign Direct Investment Net Received in PAK from Panama,0
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Panama,0
31-May-20,............ii Foreign Direct Investment outflows from PAK to Panama,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from Panama,0
31-May-20,42 Philippinees,-0.014706
31-May-20,......I Foreign Direct Investment Net Received in PAK from Philippine,-0.014706
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Philippine,0
31-May-20,............ii Foreign Direct Investment outflows from PAK to Philippine,0.014706
31-May-20,......II Foreign Portfolio Investment Net in PAK from Philippine,0
31-May-20,43 Poland,0.228408
31-May-20,......I Foreign Direct Investment Net Received in PAK from Poland,0.228408
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Poland,0.228408
31-May-20,............ii Foreign Direct Investment outflows from PAK to Poland,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from Poland,0
31-May-20,44 Portugal,0
31-May-20,......I Foreign Direct Investment Net Received in PAK from Portugal,0
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Portugal,0
31-May-20,............ii Foreign Direct Investment outflows from PAK to Portugal,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from Portugal,0
31-May-20,45 Qatar,0.22428
31-May-20,......I Foreign Direct Investment Net Received in PAK from Qatar,0.088545
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Qatar,0.114571
31-May-20,............ii Foreign Direct Investment outflows from PAK to Qatar,0.026026
31-May-20,......II Foreign Portfolio Investment Net in PAK from Qatar,0.135735
31-May-20,46 Saudi Arabia,-0.260066
31-May-20,......I Foreign Direct Investment Net Received in PAK from Saudi Arab,-0.35194
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Saudi Arab,0.165749
31-May-20,............ii Foreign Direct Investment outflows from PAK to Saudi Arab,0.517689
31-May-20,......II Foreign Portfolio Investment Net in PAK from Saudi Arab,0.091874
31-May-20,47 Seychelles,0
31-May-20,......I Foreign Direct Investment Net Received in PAK from Seychelles,0
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Seychelles,0
31-May-20,............ii Foreign Direct Investment outflows from PAK to Seychelles,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from Seychelles,0
31-May-20,48 Singapore,1.329966
31-May-20,......I Foreign Direct Investment Net Received in PAK from Singapore,0.657194
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Singapore,0.813082
31-May-20,............ii Foreign Direct Investment outflows from PAK to Singapore,0.155888
31-May-20,......II Foreign Portfolio Investment Net in PAK from Singapore,0.672772
31-May-20,49 South Africa,0
31-May-20,......I Foreign Direct Investment Net Received in PAK from South Afr,0
31-May-20,............i Foreign Direct Investment inflows Received in PAK from South Afr,0
31-May-20,............ii Foreign Direct Investment outflows from PAK to South Afr,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from South Afr,0
31-May-20,50 Sri Lanka,0
31-May-20,......I Foreign Direct Investment Net Received in PAK from Sri Lanka,0
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Sri Lanka,0
31-May-20,............ii Foreign Direct Investment outflows from PAK to Sri Lanka,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from Sri Lanka,0
31-May-20,51 Sweden,-1.918179
31-May-20,......I Foreign Direct Investment Net Received in PAK from Sweden,-0.360114
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Sweden,0.127434
31-May-20,............ii Foreign Direct Investment outflows from PAK to Sweden,0.487548
31-May-20,......II Foreign Portfolio Investment Net in PAK from Sweden,-1.558065
31-May-20,52 Switzerland,11.277925
31-May-20,......I Foreign Direct Investment Net Received in PAK from Switz,13.585395
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Switz,16.159764
31-May-20,............ii Foreign Direct Investment outflows from PAK to Switz,2.574369
31-May-20,......II Foreign Portfolio Investment Net in PAK from Switz,-2.30747
31-May-20,53 Thailand,0.020574
31-May-20,......I Foreign Direct Investment Net Received in PAK from Thailand,0.020574
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Thailand,0.020574
31-May-20,............ii Foreign Direct Investment outflows from PAK to Thailand,0
31-May-20,......II Foreign Portfolio Investment Net in PAK from Thailand,0
31-May-20,54 Turkey,1.535384
31-May-20,......I Foreign Direct Investment Net Received in PAK from Turkey,1.535384
31-May-20,............i Foreign Direct Investment inflows Received in PAK from Turkey,1.539845
31-May-20,............ii Foreign Direct Investment outflows from PAK to Turkey,0.004461
31-May-20,......II Foreign Portfolio Investment Net in PAK from Turkey,0
31-May-20,55 U.A.E,-11.525586
31-May-20,......I Foreign Direct Investment Net Received in PAK from U.A.E,-5.117403
31-May-20,............i Foreign Direct Investment inflows Received in PAK from U.A.E,10.023654
31-May-20,............ii Foreign Direct Investment outflows from PAK to U.A.E,15.141057
31-May-20,......II Foreign Portfolio Investment Net in PAK from U.A.E,-6.408183
31-May-20,56 United Kingdom,-2.811506
31-May-20,......I Foreign Direct Investment Net Received in PAK from U.K,10.145159
31-May-20,............i Foreign Direct Investment inflows Received in PAK from U.K,14.893273
31-May-20,............ii Foreign Direct Investment outflows from PAK to U.K,4.748114
31-May-20,......II Foreign Portfolio Investment Net in PAK from U.K,-12.956665
31-May-20,57 United States,-20.317829
31-May-20,......I Foreign Direct Investment Net Received in PAK from U.S.A,2.165101
31-May-20,............i Foreign Direct Investment inflows Received in PAK from U.S.A,2.756602
31-May-20,............ii Foreign Direct Investment outflows from PAK to U.S.A,0.591501
31-May-20,......II Foreign Portfolio Investment Net in PAK from U.S.A,-22.48293
31-May-20,58 Others,4.58932
31-May-20,......I Foreign Direct Investment Net Received in PAK from others,6.936942
31-May-20,............i Foreign Direct Investment inflows Received in PAK from others,16.973668
31-May-20,............ii Foreign Direct Investment outflows from PAK to others,10.036726
31-May-20,......II Foreign Portfolio Investment Net in PAK from others,-2.347622
30-Apr-20,1 Net Cash Flow on Foreign Investment in Pakistan during a month,-493.646822
30-Apr-20,......I Net Cash Flow on Foreign Direct Investment in Pakistan during a month,151.070085
30-Apr-20,............i Foreign Direct Investment Inflows in PAK from World,192.645197
30-Apr-20,............ii Foreign Direct Investment outflows from PAK,41.575112
30-Apr-20,......II Net Foreign Portfolio Investment Received in PAK from World,-79.118149
30-Apr-20,......III Net public Foreign Investment Received in PAK from World,-565.598758
30-Apr-20,2 Argentina,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Argentina,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Argentina,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Argentina,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Argentina,0
30-Apr-20,3 Australia,-0.168013
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Australia,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Australia,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Australia,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Australia,-0.168013
30-Apr-20,4 Austria,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Austria,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Austria,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Austria,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Austria,0
30-Apr-20,5 Bahamas,-0.036363
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Bahamas,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Bahamas,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Bahamas,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Bahamas,-0.036363
30-Apr-20,6 Bahrain,0.71508
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Bahrain,0.919914
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Bahrain,0.919914
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Bahrain,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Bahrain,-0.204834
30-Apr-20,7 Bangladesh,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Bangladesh,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Bangladesh,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Bangladesh,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Bangladesh,0
30-Apr-20,8 Belgium,1.086561
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Belgium,1.086561
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Belgium,1.086561
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Belgium,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Belgium,0
30-Apr-20,9 Bosnia Herzegovina,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from B&H,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from B&H,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to B&H,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from B&H,0
30-Apr-20,10 Brunei,-0.013314
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Brunei,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Brunei,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Brunei,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Brunei,-0.013314
30-Apr-20,11 Canada,0.043067
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Canada,0.099169
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Canada,0.1
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Canada,0.000831
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Canada,-0.056102
30-Apr-20,12 China,6.049789
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from China,6.049789
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from China,8.329723
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to China,2.279934
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from China,0
30-Apr-20,13 Congo,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Congo,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Congo,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Congo,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Congo,0
30-Apr-20,14 Denmark,0.033447
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Denmark,0.033447
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Denmark,0.033447
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Denmark,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Denmark,0
30-Apr-20,15 Egypt,1.08446
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Egypt,1.08446
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Egypt,1.08446
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Egypt,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Egypt,0
30-Apr-20,16 Finland,-0.534952
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Finland,-0.534952
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Finland,0.293689
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Finland,0.828641
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Finland,0
30-Apr-20,17 France,-0.547033
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from France,-0.228418
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from France,0.109418
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to France,0.337836
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from France,-0.318615
30-Apr-20,18 Germany,5.897209
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Germany,5.929515
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Germany,5.929515
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Germany,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Germany,-0.032306
30-Apr-20,19 Hong Kong,27.398981
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Hong Kong,28.438638
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Hong Kong,29.333632
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Hong Kong,0.894994
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Hong Kong,-1.039657
30-Apr-20,20 Hungary,1.5
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Hungary,1.5
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Hungary,1.5
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Hungary,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Hungary,0
30-Apr-20,21 Iceland,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Iceland,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Iceland,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Iceland,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Iceland,0
30-Apr-20,22 Indonesia,-0.01158
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Indonesia,-0.01158
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Indonesia,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Indonesia,0.01158
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Indonesia,0
30-Apr-20,23 Iran,-0.004461
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Iran,-0.004461
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Iran,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Iran,0.004461
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Iran,0
30-Apr-20,24 Ireland,-6.352711
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Ireland,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Ireland,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Ireland,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Ireland,-6.352711
30-Apr-20,25 Italy,7.05
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Italy,7.05
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Italy,7.05
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Italy,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Italy,0
30-Apr-20,26 Japan,7.623466
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Japan,7.623466
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Japan,8.71396
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Japan,1.090494
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Japan,0
30-Apr-20,27 Kenya,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Kenya,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Kenya,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Kenya,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Kenya,0
30-Apr-20,28 Korea (South),0.208121
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from S. Korea,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from S. Korea,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to S. Korea,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from S. Korea,0.208121
30-Apr-20,29 Kuwait,2.124021
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Kuwait,2.245812
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Kuwait,2.45136
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Kuwait,0.205548
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Kuwait,-0.121791
30-Apr-20,30 Lebanon,0.433543
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Lebanon,0.433543
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Lebanon,0.433543
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Lebanon,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Lebanon,0
30-Apr-20,31 Liberia,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Liberia,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Liberia,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Liberia,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Liberia,0
30-Apr-20,32 Libya,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Libya,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Libya,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Libya,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Libya,0
30-Apr-20,33 Luxembourg,-9.392734
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Luxembourg,-0.184907
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Luxembourg,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Luxembourg,0.184907
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Luxembourg,-9.207827
30-Apr-20,34 Malaysia,1.339614
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Malaysia,1.339614
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Malaysia,1.376354
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Malaysia,0.03674
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Malaysia,0
30-Apr-20,35 Malta,18.520364
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Malta,18.520364
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Malta,18.520364
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Malta,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Malta,0
30-Apr-20,36 Netherlands,24.97757
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Netherland,24.473874
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Netherland,25.834935
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Netherland,1.361061
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Netherland,0.503696
30-Apr-20,37 New Zealand,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from New Zealand,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from New Zealand,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to New Zealand,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from New Zealand,0
30-Apr-20,38 Nigeria,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Nigeria,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Nigeria,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Nigeria,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Nigeria,0
30-Apr-20,39 Norway,0.019044
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Norway,0.019044
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Norway,0.019044
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Norway,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Norway,0
30-Apr-20,40 Oman,0.116271
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Oman,0.108061
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Oman,0.108061
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Oman,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Oman,0.00821
30-Apr-20,41 Panama,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Panama,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Panama,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Panama,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Panama,0
30-Apr-20,42 Philippinees,-0.014706
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Philippine,-0.014706
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Philippine,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Philippine,0.014706
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Philippine,0
30-Apr-20,43 Poland,0.228408
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Poland,0.228408
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Poland,0.228408
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Poland,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Poland,0
30-Apr-20,44 Portugal,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Portugal,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Portugal,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Portugal,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Portugal,0
30-Apr-20,45 Qatar,0.088545
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Qatar,0.088545
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Qatar,0.114571
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Qatar,0.026026
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Qatar,0
30-Apr-20,46 Saudi Arabia,-0.224466
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Saudi Arab,-0.22261
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Saudi Arab,0.295079
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Saudi Arab,0.517689
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Saudi Arab,-0.001856
30-Apr-20,47 Seychelles,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Seychelles,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Seychelles,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Seychelles,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Seychelles,0
30-Apr-20,48 Singapore,5.228142
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Singapore,4.45407
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Singapore,4.609958
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Singapore,0.155888
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Singapore,0.774072
30-Apr-20,49 South Africa,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from South Afr,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from South Afr,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to South Afr,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from South Afr,0
30-Apr-20,50 Sri Lanka,0
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Sri Lanka,0
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Sri Lanka,0
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Sri Lanka,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Sri Lanka,0
30-Apr-20,51 Sweden,-3.965523
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Sweden,-0.356731
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Sweden,0.130817
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Sweden,0.487548
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Sweden,-3.608792
30-Apr-20,52 Switzerland,2.910436
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Switz,3.254592
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Switz,5.828961
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Switz,2.574369
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Switz,-0.344156
30-Apr-20,53 Thailand,0.020574
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Thailand,0.020574
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Thailand,0.020574
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Thailand,0
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Thailand,0
30-Apr-20,54 Turkey,1.065509
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from Turkey,1.065509
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from Turkey,1.06997
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to Turkey,0.004461
