Observation Date,Series Name,Observation Value
30-Apr-22,1 Net Cash Flow on Foreign Investment in Pakistan during a month,124.2818971
30-Apr-22,......I Net Cash Flow on Foreign Direct Investment in Pakistan during a month,170.553515
30-Apr-22,............i Foreign Direct Investment Inflows in PAK from World,194.358326
30-Apr-22,............ii Foreign Direct Investment outflows from PAK,23.804811
30-Apr-22,......II Net Foreign Portfolio Investment Received in PAK from World,-17.13734242
30-Apr-22,......III Net public Foreign Investment Received in PAK from World,-29.1342755
30-Apr-22,2 Argentina,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Argentina,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Argentina,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Argentina,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Argentina,0
30-Apr-22,3 Australia,-0.518123
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Australia,-0.517013
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Australia,0.163438
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Australia,0.680451
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Australia,-0.00111
30-Apr-22,4 Austria,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Austria,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Austria,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Austria,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Austria,0
30-Apr-22,5 Bahamas,0.169448
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Bahamas,0.169448
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Bahamas,0.169448
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Bahamas,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Bahamas,0
30-Apr-22,6 Bahrain,1.634866
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Bahrain,1.634995
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Bahrain,1.634995
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Bahrain,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Bahrain,-0.000129
30-Apr-22,7 Bangladesh,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Bangladesh,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Bangladesh,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Bangladesh,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Bangladesh,0
30-Apr-22,8 Belgium,0.034327
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Belgium,0.034327
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Belgium,0.034327
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Belgium,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Belgium,0
30-Apr-22,9 Bosnia Herzegovina,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from B&H,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from B&H,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to B&H,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from B&H,0
30-Apr-22,10 Brunei,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Brunei,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Brunei,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Brunei,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Brunei,0
30-Apr-22,11 Canada,-0.432157
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Canada,0.239258
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Canada,0.248049
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Canada,0.008791
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Canada,-0.671415
30-Apr-22,12 China,22.325879
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from China,22.325879
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from China,24.319372
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to China,1.993493
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from China,0
30-Apr-22,13 Congo,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Congo,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Congo,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Congo,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Congo,0
30-Apr-22,14 Denmark,-0.061439
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Denmark,-0.061439
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Denmark,0.013551
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Denmark,0.07499
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Denmark,0
30-Apr-22,15 Egypt,0.470267
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Egypt,0.470375
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Egypt,0.474909
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Egypt,0.004534
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Egypt,-0.000108
30-Apr-22,16 Finland,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Finland,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Finland,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Finland,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Finland,0
30-Apr-22,17 France,0.017819
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from France,0.159403
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from France,0.159403
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to France,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from France,-0.141584
30-Apr-22,18 Germany,16.449655
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Germany,16.476633
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Germany,16.476633
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Germany,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Germany,-0.026978
30-Apr-22,19 Hong Kong,0.4677
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Hong Kong,0.93903
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Hong Kong,1.91903
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Hong Kong,0.98
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Hong Kong,-0.47133
30-Apr-22,20 Hungary,0.037972
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Hungary,0.037972
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Hungary,0.037972
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Hungary,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Hungary,0
30-Apr-22,21 Iceland,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Iceland,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Iceland,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Iceland,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Iceland,0
30-Apr-22,22 Indonesia,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Indonesia,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Indonesia,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Indonesia,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Indonesia,0
30-Apr-22,23 Iran,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Iran,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Iran,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Iran,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Iran,0
30-Apr-22,24 Ireland,-1.346264
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Ireland,0.003076
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Ireland,0.003076
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Ireland,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Ireland,-1.34934
30-Apr-22,25 Italy,4.12
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Italy,4.12
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Italy,4.12
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Italy,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Italy,0
30-Apr-22,26 Japan,-1.201026
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Japan,-1.201026
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Japan,0.895328
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Japan,2.096354
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Japan,0
30-Apr-22,27 Kenya,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Kenya,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Kenya,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Kenya,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Kenya,0
30-Apr-22,28 Korea (South),1.396831
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from S. Korea,1.396993
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from S. Korea,1.396993
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to S. Korea,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from S. Korea,-0.000162
30-Apr-22,29 Kuwait,16.468097
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Kuwait,16.732125
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Kuwait,16.915437
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Kuwait,0.183312
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Kuwait,-0.264028
30-Apr-22,30 Lebanon,0.252605
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Lebanon,0.252605
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Lebanon,0.252605
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Lebanon,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Lebanon,0
30-Apr-22,31 Liberia,0.02692
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Liberia,0.02692
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Liberia,0.02692
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Liberia,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Liberia,0
30-Apr-22,32 Libya,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Libya,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Libya,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Libya,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Libya,0
30-Apr-22,33 Luxembourg,-6.631958
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Luxembourg,-0.336869
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Luxembourg,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Luxembourg,0.336869
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Luxembourg,-6.295089
30-Apr-22,34 Malaysia,2.632982
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Malaysia,2.635692
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Malaysia,2.635692
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Malaysia,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Malaysia,-0.00271
30-Apr-22,35 Malta,3.811886
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Malta,3.811886
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Malta,3.811886
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Malta,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Malta,0
30-Apr-22,36 Netherlands,9.113963
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Netherland,9.293253
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Netherland,15.135163
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Netherland,5.84191
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Netherland,-0.17929
30-Apr-22,37 New Zealand,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from New Zealand,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from New Zealand,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to New Zealand,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from New Zealand,0
30-Apr-22,38 Nigeria,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Nigeria,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Nigeria,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Nigeria,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Nigeria,0
30-Apr-22,39 Norway,-0.381763
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Norway,-0.381763
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Norway,0.11
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Norway,0.491763
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Norway,0
30-Apr-22,40 Oman,0.132017
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Oman,0.174388
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Oman,0.174388
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Oman,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Oman,-0.042371
30-Apr-22,41 Panama,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Panama,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Panama,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Panama,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Panama,0
30-Apr-22,42 Philippinees,0.014908
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Philippine,0.01069
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Philippine,0.01069
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Philippine,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Philippine,0.004218
30-Apr-22,43 Poland,-0.198789
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Poland,-0.198789
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Poland,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Poland,0.198789
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Poland,0
30-Apr-22,44 Portugal,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Portugal,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Portugal,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Portugal,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Portugal,0
30-Apr-22,45 Qatar,-0.02585
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Qatar,-0.01681
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Qatar,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Qatar,0.01681
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Qatar,-0.00904
30-Apr-22,46 Saudi Arabia,0.756698
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Saudi Arab,0.827555
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Saudi Arab,0.827555
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Saudi Arab,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Saudi Arab,-0.070857
30-Apr-22,47 Seychelles,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Seychelles,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Seychelles,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Seychelles,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Seychelles,0
30-Apr-22,48 Singapore,7.875169
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Singapore,6.882253
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Singapore,7.041228
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Singapore,0.158975
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Singapore,0.992916
30-Apr-22,49 South Africa,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from South Afr,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from South Afr,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to South Afr,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from South Afr,0
30-Apr-22,50 Sri Lanka,0
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Sri Lanka,0
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Sri Lanka,0
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Sri Lanka,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Sri Lanka,0
30-Apr-22,51 Sweden,-2.304653
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Sweden,0.462615
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Sweden,0.516449
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Sweden,0.053834
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Sweden,-2.767268
30-Apr-22,52 Switzerland,12.346535
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Switz,12.38462
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Switz,12.776704
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Switz,0.392084
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Switz,-0.038085
30-Apr-22,53 Thailand,-0.303854
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Thailand,-0.303854
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Thailand,0.11087
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Thailand,0.414724
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Thailand,0
30-Apr-22,54 Turkey,0.145734
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from Turkey,0.145734
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from Turkey,0.145734
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to Turkey,0
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from Turkey,0
30-Apr-22,55 U.A.E,22.37187258
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from U.A.E,17.473732
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from U.A.E,18.118298
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to U.A.E,0.644566
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from U.A.E,4.898140583
30-Apr-22,56 United Kingdom,-6.745308
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from U.K,0.517343
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from U.K,5.807593
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to U.K,5.29025
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from U.K,-7.262651
30-Apr-22,57 United States,38.368899
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from U.S.A,40.281484
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from U.S.A,40.300173
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to U.S.A,0.018689
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from U.S.A,-1.912585
30-Apr-22,58 Others,12.124307
30-Apr-22,......I Foreign Direct Investment Net Received in PAK from others,13.650794
30-Apr-22,............i Foreign Direct Investment inflows Received in PAK from others,17.574417
30-Apr-22,............ii Foreign Direct Investment outflows from PAK to others,3.923623
30-Apr-22,......II Foreign Portfolio Investment Net in PAK from others,-1.526487
31-Mar-22,1 Net Cash Flow on Foreign Investment in Pakistan during a month,-459.8004958
31-Mar-22,......I Net Cash Flow on Foreign Direct Investment in Pakistan during a month,-30.4015569
31-Mar-22,............i Foreign Direct Investment Inflows in PAK from World,199.0411677
31-Mar-22,............ii Foreign Direct Investment outflows from PAK,229.4427274
31-Mar-22,......II Net Foreign Portfolio Investment Received in PAK from World,-27.16167
31-Mar-22,......III Net public Foreign Investment Received in PAK from World,-402.2372689
31-Mar-22,2 Argentina,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Argentina,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Argentina,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Argentina,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Argentina,0
31-Mar-22,3 Australia,-1.382958
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Australia,-0.524701
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Australia,0.15575
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Australia,0.680451
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Australia,-0.858257
31-Mar-22,4 Austria,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Austria,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Austria,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Austria,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Austria,0
31-Mar-22,5 Bahamas,0.169448
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Bahamas,0.169448
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Bahamas,0.169448
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Bahamas,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Bahamas,0
31-Mar-22,6 Bahrain,1.640422
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Bahrain,1.647475
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Bahrain,1.647475
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Bahrain,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Bahrain,-0.007053
31-Mar-22,7 Bangladesh,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Bangladesh,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Bangladesh,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Bangladesh,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Bangladesh,0
31-Mar-22,8 Belgium,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Belgium,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Belgium,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Belgium,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Belgium,0
31-Mar-22,9 Bosnia Herzegovina,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from B&H,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from B&H,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to B&H,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from B&H,0
31-Mar-22,10 Brunei,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Brunei,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Brunei,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Brunei,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Brunei,0
31-Mar-22,11 Canada,-0.4697
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Canada,0.318837
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Canada,0.327628
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Canada,0.008791
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Canada,-0.788537
31-Mar-22,12 China,-39.717431
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from China,-39.717406
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from China,82.845887
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to China,122.563293
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from China,-0.000025
31-Mar-22,13 Congo,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Congo,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Congo,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Congo,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Congo,0
31-Mar-22,14 Denmark,-0.038815
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Denmark,-0.038801
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Denmark,0.036189
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Denmark,0.07499
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Denmark,-0.000014
31-Mar-22,15 Egypt,0.470359
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Egypt,0.470375
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Egypt,0.474909
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Egypt,0.004534
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Egypt,-0.000016
31-Mar-22,16 Finland,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Finland,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Finland,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Finland,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Finland,0
31-Mar-22,17 France,-0.388423
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from France,0.159403
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from France,0.159403
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to France,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from France,-0.547826
31-Mar-22,18 Germany,3.980624
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Germany,3.981019
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Germany,3.981019
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Germany,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Germany,-0.000395
31-Mar-22,19 Hong Kong,-3.094485
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Hong Kong,-0.988207
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Hong Kong,0.541793
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Hong Kong,1.53
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Hong Kong,-2.106278
31-Mar-22,20 Hungary,4.292
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Hungary,4.292
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Hungary,4.292
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Hungary,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Hungary,0
31-Mar-22,21 Iceland,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Iceland,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Iceland,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Iceland,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Iceland,0
31-Mar-22,22 Indonesia,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Indonesia,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Indonesia,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Indonesia,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Indonesia,0
31-Mar-22,23 Iran,0
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Iran,0
31-Mar-22,............i Foreign Direct Investment inflows Received in PAK from Iran,0
31-Mar-22,............ii Foreign Direct Investment outflows from PAK to Iran,0
31-Mar-22,......II Foreign Portfolio Investment Net in PAK from Iran,0
31-Mar-22,24 Ireland,0.166754
31-Mar-22,......I Foreign Direct Investment Net Received in PAK from Ireland,1.556165
